,Open,High,Low,Close,Volume,Ticker,RSI_14,ADX_14,KAMA,ATR_14,MFI_14,Entropy_14
2021-02-02,325.48,328.87,325.31,318.796313604804,33119867.0,QQQ,61.340841930639144,,72.97744606930316,12.271073345830223,59.83804779262091,
2021-02-03,329.82,330.195,326.32,317.531557721972,24824518.0,QQQ,59.53340162275166,,75.62599309247489,12.192103529491858,60.0785782796119,
2021-02-04,327.82,330.33,326.46,321.286909804841,22350947.0,QQQ,63.01785724053586,,78.53060505088432,12.245961933807562,64.9444813209222,
2021-02-05,331.22,332.4025,329.53,322.376545642357,22731960.0,QQQ,63.986837436166944,,81.54404295986775,12.147272880187476,71.52771319533706,
2021-02-08,333.1,333.74,331.41,324.536359534578,20462812.0,QQQ,65.89435577799341,,88.57635000143854,12.079909853058805,71.34834113970165,
2021-02-09,332.62,334.81,332.61,324.468257294733,17352727.0,QQQ,65.7760502600021,,94.94185691931182,11.926896003149663,70.52991761822923,
2021-02-10,334.99,335.46,329.5,323.728861547847,27705242.0,QQQ,64.4236588397706,,106.17038698644541,11.848715256158817,64.3421232677221,3.846227976434804
2021-02-11,334.33,335.0,332.12,325.509248675217,22046071.0,QQQ,66.22443376588461,16.622717151444203,115.94335317963471,11.801009389596526,69.28665083294264,3.84493300577248
2021-02-12,333.71,336.62,332.63,327.328551368213,20346819.0,QQQ,68.00654378921082,16.553283399576138,124.48007045704591,11.744626125249138,67.97046317139052,3.84359566241879
2021-02-16,337.27,338.19,334.34,326.443222250231,27080777.0,QQQ,66.1766695211337,16.973385474387925,133.27692830551908,11.673216724763732,68.13662204100314,3.8419316045155916
2021-02-17,332.47,335.657,330.17,324.876870733801,31000553.0,QQQ,62.949427766232404,15.689569543693848,137.77807493902458,11.47621558775967,71.96218964462741,3.8441706509363134
2021-02-18,330.23,333.8661,328.36,323.456452588468,32236240.0,QQQ,60.08772817947574,14.378527448259161,140.25581048381815,11.278720478221153,62.98672264103722,3.844499841648014
2021-02-19,333.86,333.99,329.97,322.04576333454,39157677.0,QQQ,57.30161382680787,13.181413108331508,143.74568147590867,11.220013874372919,75.69437662380429,3.8469045262442565
2021-02-22,326.5,327.8,322.23,313.698374507852,45835313.0,QQQ,44.23221037810301,14.203928718721146,149.87468144590528,10.792549776407162,64.72139267788792,3.8410383659394918
2021-02-23,317.0,323.2,311.0,312.764400932838,97241936.0,QQQ,43.04910967154089,16.92113410690705,155.78886578634305,10.901881627101494,48.58667440661809,3.8326702282118537
2021-02-24,318.74,324.45,315.96,315.342557155533,58206272.0,QQQ,47.24394312890735,18.953549241682428,160.98289540176782,10.962383151026009,52.01763155254525,3.8268225115931753
2021-02-25,321.39,324.03,311.24,304.348909866305,107375054.0,QQQ,35.30290875682097,21.356069484581504,168.08107097447768,11.102662411395947,40.575072088635636,3.814293576762783
2021-02-26,315.85,319.11,310.88,305.623394640543,103125301.0,QQQ,37.28199880519496,23.55604841031896,174.11677658975142,11.38197825365018,32.17614833864932,3.8032321885128546
2021-03-01,319.27,323.94,317.935,314.817197019587,49164518.0,QQQ,49.324664455576126,24.10304680733075,176.94341737620135,11.90883518659583,34.96564697816936,3.796988590253412
2021-03-02,324.25,324.33,318.14,309.767902379667,48370034.0,QQQ,44.29430994427811,24.4892645436931,179.996631398524,11.727620952121159,30.951489327083863,3.7889869272657606
2021-03-03,317.27,318.24,309.1,300.778406720157,86301073.0,QQQ,37.04979155798312,26.007914404652393,183.37958235957535,11.532735660613245,28.725245335106525,3.7775718760581776
2021-03-04,308.78,312.04,300.11,295.85558766852,139131582.0,QQQ,33.79052591307943,28.204005095196305,186.2920582400026,11.562539597421726,22.527723873964884,3.763947559773399
2021-03-05,306.795,309.609,297.45,300.31141993265,121523726.0,QQQ,39.01959010975437,30.401803427139402,188.50646467043848,11.726316626449467,18.154389364546425,3.7531796112453333
2021-03-08,308.12,310.06,299.51,291.808368843459,88409781.0,QQQ,33.570842257776064,32.28391695520519,191.35747898201913,11.638673441805118,14.418182717721022,3.7396914452246035
2021-03-09,307.47,313.73,306.92,303.317647377227,80391114.0,QQQ,44.80567109818701,33.05470760695635,192.54226883891835,12.40246931633439,21.062365192371914,3.7348226038102528
2021-03-10,316.16,316.47,310.17,302.451776042057,76798065.0,QQQ,44.20002327883544,33.10347282787537,193.8455685708147,12.458010775155412,26.99059659184245,3.731445405699754
2021-03-11,315.77,319.86,314.85,309.417662289037,53484804.0,QQQ,50.04971333004104,32.391277514915025,195.39534772562334,12.823692484846372,27.79798977752217,3.7337496896486044
2021-03-12,313.86,318.2302,311.391,306.907608306187,69315601.0,QQQ,48.093238664012404,32.174233339755084,196.71551084313612,12.528103040252734,27.271692659855283,3.739353392861509
2021-03-15,315.79,319.0,314.095,310.186244710143,43123176.0,QQQ,50.79871629015682,31.801677664666457,198.7169434193395,12.496067168284858,32.50980196043151,3.74713669754502
2021-03-16,321.09,324.2,319.1,311.888800706262,54925896.0,QQQ,52.19223026862533,30.36421806526544,201.630103025012,12.607422369307283,32.304540046340804,3.7545352761313917
2021-03-17,317.45,323.85,315.68,313.173014371906,78258729.0,QQQ,53.26739606956993,29.53226387176149,204.23041311061186,12.560099899085257,33.14292411140107,3.767562378804174
2021-03-18,316.87,317.8801,311.57,303.580327445199,82942269.0,QQQ,45.10704247239892,29.29938705601813,206.37220431843562,12.103239402675035,33.77866827855331,3.7740848756810887
2021-03-19,311.87,314.73,309.6601,304.650505499903,78446204.0,QQQ,46.099115979325916,29.316995455377363,207.50437388575065,12.0336520267206,28.31929351283226,3.77629030666828
2021-03-22,315.21,320.74,315.21,310.356188985229,56194755.0,QQQ,51.16647436287614,28.125703344190125,209.4326901536665,12.329173422157522,33.293335622706174,3.7837754066904314
2021-03-23,319.73,321.09,316.375,309.002197890507,53455411.0,QQQ,49.96599934828125,26.962806587969446,210.47577074015692,12.213096835753333,39.34061014857085,3.794229786564082
2021-03-24,318.63,318.67,311.72,303.790793317296,64803729.0,QQQ,45.53746378425952,26.54002656907988,211.73166432698946,12.028150367392254,42.114029475998365,3.8031104635107273
2021-03-25,309.968,312.885,307.3899,303.264782388411,78729008.0,QQQ,45.10293849499141,26.680930388641155,213.5067216876558,11.815226496644948,43.87987687555391,3.8080866605065986
2021-03-26,311.11,316.33,309.67,307.813802828952,63519634.0,QQQ,49.583445730674526,26.124262393036997,214.8844291714785,11.905837919740144,51.677501040063426,3.8183847288404924
2021-03-29,315.45,316.99,312.47,307.726134340805,54607963.0,QQQ,49.49959823981574,25.48122273439053,216.43130913574683,11.708176941610892,50.367669151037674,3.8211950245842337
2021-03-30,313.89,314.91,311.54,306.177324383533,44635676.0,QQQ,47.95668391888294,25.019866444617517,217.71132271160513,11.380880953036293,43.512982191737606,3.822668145607303
2021-03-31,316.16,320.74,315.81,310.862718027859,55032535.0,QQQ,52.75439595286759,23.469792929806026,219.52072080068393,11.610847150804855,43.625525577831034,3.822310104793301
2021-04-01,323.07,324.71,322.81,316.161791089219,55685602.0,QQQ,57.52369400277896,22.106771089653442,221.34617205191282,11.772350073561682,50.83079847394862,3.82557267192334
2021-04-05,327.13,331.84,324.6375,322.473922235838,42172475.0,QQQ,62.39355066285702,21.838926068591793,224.3243335352025,12.054188050568362,50.8675172503747,3.8298259247831807
2021-04-06,330.73,332.83,330.02,322.249880543905,33537210.0,QQQ,62.12131339332472,21.71559481176679,229.02876691073658,11.931745518950592,49.66550967115822,3.8324808342907
2021-04-07,330.33,332.48,329.37,323.029155994105,32046381.0,QQQ,62.73044194481737,21.474022973662468,233.83987509428354,11.80913244155901,52.50855479516062,3.834812687492587
2021-04-08,334.56,335.27,333.7399,326.399522316219,29940799.0,QQQ,65.32743512482449,21.62483012323609,238.52479785017144,11.840220511609191,60.29653356427037,3.8432211903572004
2021-04-09,333.68,337.32,332.92,328.376933771102,36664892.0,QQQ,66.7895966085536,22.028444191355053,243.19646305799617,11.774027288503387,69.06109691291145,3.8507423863579
2021-04-12,336.04,337.1,334.73,327.948332273492,25833013.0,QQQ,66.1385599748898,22.402113621018394,248.14001348448528,11.554570498368856,67.738715595213,3.854232076370048
2021-04-13,338.24,341.08,338.02,331.776522922599,30374033.0,QQQ,69.04127395640629,23.25843861690532,253.00529039332747,11.667954804909453,66.70379189428292,3.859901074739045
2021-04-14,340.85,340.98,335.67,327.792477183452,42564337.0,QQQ,62.989503491606996,23.48898132229565,255.52237950696065,11.490855376413698,68.67371269309844,3.8657665767323106
2021-04-15,339.47,342.01,336.2153,332.760358178476,36342821.0,QQQ,66.88714450351947,23.844101456992018,257.99396785288445,11.686711315230733,79.52437775409066,3.8734856504646435
2021-04-16,342.15,342.23,340.08,333.149995903576,40860099.0,QQQ,67.17909017431971,24.204600212198468,260.5078126589855,11.527523556324386,78.85892807953836,3.8785599213302175
2021-04-19,340.39,341.58,336.9016,330.101080704669,34533129.0,QQQ,62.53303918523798,23.73464946956937,262.0368946755972,11.305201422702572,71.66344986297845,3.8814449094434775
2021-04-20,338.2,339.52,334.3816,327.695067752177,38081818.0,QQQ,59.061729852820285,22.71539070238451,262.8204240286503,11.169861723153954,72.13603620149017,3.883283697266403
2021-04-21,335.09,339.48,333.97,330.500459372896,36598082.0,QQQ,61.72938357468674,21.67619265947278,263.7088454568892,11.213978537164234,71.30012253446587,3.8833279671057825
2021-04-22,338.89,339.9,334.01,326.516413633749,45936143.0,QQQ,56.13503563776262,20.7983588734271,264.4475711714355,11.083874133180075,61.77121900520146,3.878430353607436
2021-04-23,335.85,340.767,335.85,330.627091633554,36414916.0,QQQ,60.148135817704194,20.166831045518986,265.2011537188859,11.310880699277076,61.41967046920267,3.8724514130814303
2021-04-26,339.67,341.92,338.9,332.779840064731,30811968.0,QQQ,62.10349217606461,19.825183723078727,266.36702245415097,11.309592678670183,61.28002271732892,3.8677137504304295
2021-04-27,341.93,342.15,339.17,331.338180481861,33187183.0,QQQ,59.98100469440352,19.55829747312707,267.1601715033654,11.170632741742565,61.02989339217198,3.8619102203529607
2021-04-28,339.81,340.85,338.3301,330.217972022199,33615696.0,QQQ,58.3133060036352,19.049680885704838,268.08147574739604,11.051805418847056,54.63252922597644,3.854510941692637
2021-04-29,342.37,342.8,336.9001,331.406367083754,37708884.0,QQQ,59.5967210812865,19.033998959043952,268.850393848332,11.161398779334036,54.76802440197809,3.8474998514084207
2021-04-30,337.7,340.26,337.05,329.234136766322,38263421.0,QQQ,56.19131731469005,19.019452338962914,269.61009888733537,10.996149872599505,48.45840780080647,3.840240448022324
2021-05-03,339.23,340.0,335.73,327.480767003372,29729730.0,QQQ,53.53233902711539,18.546359808018703,270.5182637812011,10.97966298316658,42.61962771377162,3.831128713146535
2021-05-04,333.56,333.89,326.21,321.587496411235,65146972.0,QQQ,45.7040351528771,18.701729998885046,271.480689919254,10.743469339626847,40.945668507282925,3.8221883337189215
2021-05-05,332.25,333.14,328.23,320.506251724083,46219307.0,QQQ,44.420559117966654,18.845882146237784,273.2569985320102,10.801372100609917,41.87599611002594,3.8116837266839343
2021-05-06,328.76,331.67,326.45,322.922005619703,46814283.0,QQQ,47.93830837249949,19.321573980611184,274.987124813937,10.827303770757569,34.03496725011771,3.803572209955361
2021-05-07,334.37,336.65,331.6914,325.542319321,53324460.0,QQQ,51.522384597768315,18.383023716458702,276.08926682375716,11.034850143958979,42.23342137128214,3.7993973105344647
2021-05-10,332.78,332.96,325.55,317.320963321391,60700462.0,QQQ,41.79932258541292,18.649555668521696,277.3711942478235,10.776070822573484,40.72907483369576,3.79335656226168
2021-05-11,319.7,326.1299,319.02,316.882620880654,71963612.0,QQQ,41.35124783601682,19.80321444608476,278.776230479015,10.635354182239006,32.72790922264078,3.786866057954459
2021-05-12,320.23,322.62,316.0,308.6807467673,91164855.0,QQQ,34.005797141863944,21.223640795316157,279.9804142284798,10.348150747707862,30.739394563435972,3.7790989511589506
2021-05-13,319.92,322.4,316.9,311.067277833537,69877765.0,QQQ,37.4855539389773,22.541905149473997,280.9738309578855,10.589249678337934,33.70337944790437,3.771510862466847
2021-05-14,322.6,327.33,322.08,317.934642738423,44370015.0,QQQ,46.26571173818953,22.524935217427412,281.47977966919206,10.994975711874256,34.80047620037734,3.767409958665492
2021-05-17,324.63,326.3721,321.45,316.005935999179,39394997.0,QQQ,44.38043859625194,22.6025681501293,281.98032923685275,10.81209575566915,34.58687418794483,3.7638994422277587
2021-05-18,325.39,326.65,321.94,313.872669454256,36528454.0,QQQ,42.32603292046196,22.604621276550755,282.6178660901813,10.800081282707758,34.52733636168231,3.760575895696901
2021-05-19,316.66,322.9,316.3,314.233084349974,66319108.0,QQQ,42.80773025298579,23.422914057035516,283.3828240201805,10.673336674651244,28.17890739143377,3.757592811578394
2021-05-20,324.12,329.71,323.89,320.311432861533,46466135.0,QQQ,50.340644806911016,22.6394315372624,283.87800283252284,11.016750254944835,34.007286619459215,3.7593359326949667
2021-05-21,330.43,330.86,326.64,318.538581212328,50330449.0,QQQ,48.34073486800726,21.68339629489493,284.28494728899244,10.983281382303728,39.584319893638906,3.7612231869580857
2021-05-24,329.37,333.67,326.9032,323.896099932452,32475771.0,QQQ,54.25512652111018,20.251826366196806,285.6390463989846,11.279800855001286,45.688434039625506,3.768673916127494
2021-05-25,334.07,334.81,331.755,324.344183316317,31280314.0,QQQ,54.72203161685812,18.896933438616326,286.89075438889466,11.253646742708604,44.59841466738511,3.7763317498317526
2021-05-26,333.66,334.61,332.95,325.474132719107,25444932.0,QQQ,55.943223042807624,17.639162179825078,287.864638364602,11.18304147442059,49.55173169391698,3.782853532023494
2021-05-27,333.67,334.54,332.67,324.25651482817,27931747.0,QQQ,54.2453847832447,16.411131311506384,288.8784004212491,11.031723245928642,43.52042101306196,3.7872602515686786
2021-05-28,334.12,335.5699,333.6,325.279313856557,29927449.0,QQQ,55.46798686281881,15.498559190229741,290.31128211167794,11.051853257850912,50.16075435659945,3.7958087270974126
2021-06-01,335.3,335.785,331.43,324.198069169405,31145424.0,QQQ,53.83042983390031,14.629825521273627,291.44047288565463,11.012820970081773,53.35121530504722,3.803245541872013
2021-06-02,333.25,334.34,331.695,324.831230472692,22047940.0,QQQ,54.6742961417863,13.823307979940017,292.22762858079597,10.950584399872737,59.74307771533612,3.8141100763263833
2021-06-03,330.55,331.86,328.28,321.45112320745,37057825.0,QQQ,49.475434769522096,13.833611986485371,292.72618444916236,10.670328772870485,50.21085258637971,3.820817507789043
2021-06-04,331.85,336.0582,331.78,326.906051358849,38736545.0,QQQ,56.640958590196384,12.880168353803239,293.3165458266084,10.951642495426224,49.777408010028054,3.825839348072033
2021-06-07,335.05,336.66,334.34,327.880145671599,32611852.0,QQQ,57.79211827676306,12.131710399506948,293.95218708254345,10.866059759498453,56.848423937568604,3.831369534182498
2021-06-08,338.395,339.29,335.03,328.036000761639,27282819.0,QQQ,57.984326469845215,12.015595441455659,294.50718999259095,10.904916214980698,63.32428573974441,3.8369737182620174
2021-06-09,338.17,338.97,336.651,328.113928306659,21485319.0,QQQ,58.08709987340215,11.907789510343997,295.21644839062134,10.90699426835538,73.99902894778376,3.8412620307560283
2021-06-10,337.19,340.46,336.73,331.532999344411,33702067.0,QQQ,62.42939566042493,12.138368989467978,296.1673057688733,11.009817425469224,73.33062508176175,3.8433237736438746
2021-06-11,340.36,341.25,339.69,332.399943282759,21222830.0,QQQ,63.4630412575809,12.526359746225884,297.37046557405006,10.91744674980976,71.53548608859629,3.845912028200616
2021-06-14,341.68,344.52,340.46,335.585231685451,27827716.0,QQQ,67.04996234878807,13.554233651350073,298.7807168377267,11.003370455695991,71.28555295868935,3.8469481243952615
2021-06-15,344.15,344.47,341.52,333.393519481763,35963780.0,QQQ,62.50311339054339,14.508588627272768,300.303154069471,10.852004117740071,62.79047871275217,3.8464438197640534
2021-06-16,342.74,343.84,337.45,332.175901590826,54252558.0,QQQ,60.06612325905181,14.119706737836406,301.17500507162777,10.823031461074729,52.855174831323644,3.844575586216045
2021-06-17,339.97,346.38,339.92,336.393729965033,59722700.0,QQQ,65.13696318251468,14.31960431886837,302.35819865857235,11.064587999581038,61.9891244161607,3.8449930942043773
2021-06-18,343.63,344.8082,341.86,333.753934377481,55414862.0,QQQ,60.00164167419149,14.505208031312437,303.04720237489164,10.875256190172832,52.75838179614722,3.843526721749769
2021-06-21,342.43,344.69,340.15,335.825628420894,32992649.0,QQQ,62.50030568421457,14.14998387530686,303.8695548319334,10.879600523656046,59.13332488050028,3.843529077296409
2021-06-22,344.15,348.03,343.84,338.956074080178,28941626.0,QQQ,65.96059846001963,14.578100755820188,304.73482329993044,10.974243263628262,64.02747333272961,3.8448730911556273
2021-06-23,347.51,348.92,346.88,339.121860921947,27188454.0,QQQ,66.13880187067821,15.161358176957364,305.5458495998509,10.902066241493793,70.64590161240969,3.8478174766487263
2021-06-24,349.73,351.46,349.17,341.218576861966,32581605.0,QQQ,68.39251317620587,16.204982737537865,306.3235878758517,11.004658047909162,70.37669133978653,3.8487752159487836
2021-06-25,350.47,350.72,348.84,340.799233673962,28682801.0,QQQ,67.42593360948968,17.057506287170792,307.31532040190257,10.89726937562415,64.21595373431873,3.848995763116543
2021-06-28,350.78,353.85,350.72,344.943904718186,39130305.0,QQQ,71.68530997403168,18.433132538397476,308.84171515514697,11.051110207539407,65.17633717446662,3.851113430304384
2021-06-29,353.53,355.0199,352.67,346.192182115034,29426039.0,QQQ,72.83731012907914,19.909659889187516,310.22349891143574,10.98145089153231,65.80809494806212,3.853671966356614
2021-06-30,354.83,355.23,353.83,345.646060753913,32723964.0,QQQ,71.4673400406139,21.317191223385898,312.0818503287482,10.842604693233687,65.84208435877599,3.854110712866773
2021-07-01,354.07,355.09,352.68,345.782591094193,29289978.0,QQQ,71.61109753042801,22.153755278291474,313.7976055706486,10.742689815401386,60.627917914597255,3.854209050798167
2021-07-02,356.52,358.97,356.28,349.751723129485,32727244.0,QQQ,75.47901492193763,23.630475725891856,315.65422746453316,10.917329167434326,61.101151919335486,3.8545556803153613
2021-07-06,359.26,360.48,356.49,351.263309039731,38842397.0,QQQ,76.77671466278228,25.237637566377334,317.5284247080343,10.903824242830012,68.21404669895193,3.8564512844766266
2021-07-07,362.45,362.76,358.94,352.00447374411,35265242.0,QQQ,77.40804505337691,27.060446368155738,319.30844769152657,10.946175328163479,77.65561092554505,3.8588696596393834
2021-07-08,355.74,359.65,354.42,349.878501302603,50890021.0,QQQ,71.41114744751114,27.084508618671833,320.4639919824388,10.71039677965811,66.89950681932183,3.8580819650150735
2021-07-09,358.17,361.5,357.57,352.062986747087,35184534.0,QQQ,73.66846624798019,27.4383949470714,321.55344131145984,10.775480076300227,76.98195009350272,3.859359218489747
2021-07-12,362.45,362.89,360.83,353.438042317053,25717677.0,QQQ,75.00624256209296,28.005762178559394,322.6604199100517,10.779161258465448,76.70307177529995,3.8600572063546985
2021-07-13,362.03,365.465,361.54,353.438042317053,39723015.0,QQQ,75.00624256209296,28.94503960585532,323.8554087604452,10.868294992619346,77.305460979023,3.859187966597271
2021-07-14,364.83,365.49,362.22,354.07193318264,35336350.0,QQQ,75.66718451514204,29.82112857412533,325.05375337655795,10.952847100145995,77.74905140474424,3.8586653399167465
2021-07-15,362.98,363.19,358.46,351.585130556106,53391557.0,QQQ,68.0629729590849,29.309990284460294,325.4674292488437,10.821784496307187,68.09082218725507,3.8560600373764315
2021-07-16,361.4,362.41,357.24,348.737497744546,47261961.0,QQQ,60.55805592975703,28.45093190483562,325.86412821990217,10.822004860431148,65.58014529753551,3.8524852814804422
2021-07-19,354.05,355.18,352.04,345.880112765822,64404625.0,QQQ,54.11062122590073,26.588112919862148,326.3979344544796,10.509169107915314,55.59285201875507,3.846047043660804
2021-07-20,355.63,360.28,353.8,349.898005636928,42183702.0,QQQ,60.48188426797299,25.619134266915633,326.6337742041794,10.787089208310643,56.61815962740069,3.841465421160099
2021-07-21,358.35,361.56,358.12,352.599355941046,30259860.0,QQQ,64.09162753368365,24.962110740684818,326.91871060739277,10.849584868927034,56.468374159405506,3.838722110746285
2021-07-22,361.77,363.96,361.77,354.930123892974,30252240.0,QQQ,66.90093114635987,24.788563380153196,327.2733590081193,10.886090417694119,61.739836930403584,3.8371927143092335
2021-07-23,365.31,368.485,363.9157,359.074794937197,31960799.0,QQQ,71.21377197389168,25.342766184084812,327.88247345239205,11.07672437208157,61.741739079191085,3.8358763821062127
2021-07-26,367.49,368.89,366.601,359.357607784921,28438126.0,QQQ,71.48678763083412,25.916674988074032,328.46968809153816,10.986613038583096,61.07035824946234,3.8343177393105083
2021-07-27,368.22,368.22,360.16,355.398227916792,57933148.0,QQQ,62.54349109850545,24.790992636366482,328.88853374893154,10.834878583901373,52.44050891083268,3.8311082089713477
2021-07-28,365.6,367.45,363.24,356.763531319595,42066195.0,QQQ,64.20638337692509,23.74572794067068,329.5632785014206,10.921801886496517,60.706106891632935,3.8298217991440398
2021-07-29,365.25,367.6794,365.25,357.397422185182,23166574.0,QQQ,64.98366344628285,22.8209525264746,330.55634394650247,10.921378075474658,59.884380856766875,3.8282404770628897
2021-07-30,362.44,365.17,362.41,355.534758257072,36484649.0,QQQ,60.805193178450935,21.274362534493562,331.11035216861376,10.696458553998985,54.14662578091089,3.8256579243143825
2021-08-02,366.28,366.88,363.87,355.564014758561,27334097.0,QQQ,60.84777675401094,20.214883803547554,331.52642504724173,10.742801208514864,53.12381689191304,3.823523770360108
2021-08-03,365.28,366.93,362.0,357.719243701557,35558511.0,QQQ,63.95461713584703,18.78161731904324,331.96220842634307,10.78731524401722,53.156479464862706,3.8225053816964056
2021-08-04,366.77,368.32,365.63,358.23610856119,29602236.0,QQQ,64.67850267002243,17.773001745277472,332.28968815610165,10.773989357563334,61.18076287270353,3.8230600780983512
2021-08-05,368.18,369.91,367.45,360.50836351014,21443925.0,QQQ,67.74525434743441,17.19550287465331,332.65314960087744,10.838269186167375,68.57513489673744,3.825934450686784
2021-08-06,368.37,369.37,366.905,358.928512429754,33332107.0,QQQ,63.60994232067831,16.50967569987368,333.2510065715567,10.697078875501369,72.78581921504568,3.829037963649941
2021-08-09,368.52,369.27,367.39,359.59165979683,25960245.0,QQQ,64.58711058002334,15.87284014524533,333.79474137411273,10.671679118871893,71.88039130100235,3.830307033554974
2021-08-10,369.26,369.56,365.62,357.748500203046,35130796.0,QQQ,59.78208974941364,14.765918879914253,334.05793406307725,10.62143993121918,64.52976226193402,3.829472395701885
2021-08-11,368.14,368.65,364.84,357.134113671784,34249812.0,QQQ,58.22706346070664,13.905504147956373,334.4173371935668,10.641444463824886,57.449854041682876,3.8274723647252062
2021-08-12,365.69,367.9,364.295,358.421399737284,26003877.0,QQQ,60.54290991703491,13.264217501034839,334.8824958104269,10.65033327424896,51.19411702802243,3.8244514778506224
2021-08-13,367.89,369.16,367.38,359.679429301296,19113595.0,QQQ,62.718175912638465,12.365525026067527,335.2970649645565,10.656638128839633,50.17476103433369,3.8221576129531774
2021-08-16,367.67,369.02,363.7,359.835463975902,35044107.0,QQQ,62.99070513926851,12.46888276743563,335.6792416320735,10.56263234739842,52.82945288871251,3.8217846804398485
2021-08-17,366.15,367.15,363.23,356.666009647966,44793902.0,QQQ,54.3067459585602,12.684399285423074,336.1803326525404,10.330623255624717,42.67849873125461,3.8195067093677117
2021-08-18,365.18,366.62,361.865,353.233246806633,38541940.0,QQQ,46.78390682283438,13.23015583113637,336.66599749927144,10.303720667246646,35.98887908982349,3.815622198462892
2021-08-19,360.22,365.68,359.96,354.939876060137,48499368.0,QQQ,50.458247559998604,14.187857188006973,337.08714391687107,10.456795677238924,35.052278594858365,3.8135253119927994
2021-08-20,365.06,368.14,364.74,358.616443080542,39486034.0,QQQ,57.298437906133486,14.179355141015245,337.3406324081747,10.652749191504615,36.76374356000096,3.8131228268923265
2021-08-23,368.8,373.935,368.79,363.980135020125,34034744.0,QQQ,64.91017885822203,13.800487838195663,337.94977832197145,10.986023533923955,36.64253762909205,3.8141258380890033
2021-08-24,373.84,374.99,373.36,365.091882076693,21732913.0,QQQ,66.25295267107911,13.695631993653407,338.56327564056124,10.987726505555619,35.61118888951967,3.8153975180594326
2021-08-25,374.63,375.39,373.855,365.511225264697,20441880.0,QQQ,66.76949619570348,13.693792722204051,339.1373273289754,10.938468448686208,35.51375279881343,3.816023974621968
2021-08-26,373.92,374.62,371.97,363.190209479932,29133325.0,QQQ,61.187058303954515,13.108663100051041,339.50558567980494,10.807775299022051,35.81339724699381,3.8166134607474373
2021-08-27,373.07,376.56,372.57,366.720493992894,27104749.0,QQQ,65.86222697538156,13.06324416745501,340.2915944083836,10.990777350441302,36.04428747464014,3.818621399700157
2021-08-30,376.85,380.76,376.83,370.835908535629,27295665.0,QQQ,70.34643902585412,13.938526981023363,341.752491956034,11.208544748478396,42.904617998876994,3.8231321490018972
2021-08-31,380.51,380.579,378.36,370.53359135358,29628175.0,QQQ,69.62294117240928,14.75128804769409,343.04892077789555,11.103869038357736,50.14874284280926,3.827416767746705
2021-09-01,381.04,382.71,380.37,371.147977884841,28138311.0,QQQ,70.29165021574673,15.930023710775819,344.2382353749618,11.18047933354258,56.31659525147966,3.8309264921577766
2021-09-02,381.97,382.31,379.15,370.972438875909,25503535.0,QQQ,69.81873845926745,16.58656809781261,345.1365485776826,11.179160955636577,51.196907753683305,3.8333957306088
2021-09-03,379.22,381.98,379.2003,372.113442433966,24624937.0,QQQ,71.17619436703421,17.196215528772125,346.04454642674455,11.166903780227907,58.03140163089721,3.8360541792048517
