,Open,High,Low,Close,Volume,Ticker,KAMA_SHORT_12,KAMA_LONG_30,SUPERTREND_14_2,MFI_14
2021-04-06,330.73,332.83,330.02,322.249880543905,33537210.0,QQQ,296.1737068279161,145.85223035636204,326.9821332528989,49.66550967115822
2021-04-07,330.33,332.48,329.37,323.029155994105,32046381.0,QQQ,299.8409092974538,148.06247927247045,326.9821332528989,52.50855479516062
2021-04-08,334.56,335.27,333.7399,326.399522316219,29940799.0,QQQ,303.07745416464104,150.42205825999557,326.9821332528989,60.29653356427037
2021-04-09,333.68,337.32,332.92,328.376933771102,36664892.0,QQQ,307.165648432151,156.3386280304298,311.5719454229932,69.06109691291145
2021-04-12,336.04,337.1,334.73,327.948332273492,25833013.0,QQQ,313.51779560621765,161.57900913018887,312.8058590032623,67.738715595213
2021-04-13,338.24,341.08,338.02,331.776522922599,30374033.0,QQQ,319.73128990826933,165.51684243415215,316.21409039018107,66.70379189428292
2021-04-14,340.85,340.98,335.67,327.792477183452,42564337.0,QQQ,321.25239697787424,169.59193869489786,316.21409039018107,68.67371269309844
2021-04-15,339.47,342.01,336.2153,332.760358178476,36342821.0,QQQ,323.7677266572517,178.7749800618284,316.21409039018107,79.52437775409066
2021-04-16,342.15,342.23,340.08,333.149995903576,40860099.0,QQQ,326.2330899317072,190.40363299566755,318.0999528873512,78.85892807953836
2021-04-19,340.39,341.58,336.9016,330.101080704669,34533129.0,QQQ,326.8495958273046,198.0821357448791,318.0999528873512,71.66344986297845
2021-04-20,338.2,339.52,334.3816,327.695067752177,38081818.0,QQQ,326.9175387021621,208.37302711964068,318.0999528873512,72.13603620149017
2021-04-21,335.09,339.48,333.97,330.500459372896,36598082.0,QQQ,327.11683313138764,215.69555374298113,318.0999528873512,71.30012253446587
2021-04-22,338.89,339.9,334.01,326.516413633749,45936143.0,QQQ,327.1042308488307,221.00443992706366,318.0999528873512,61.77121900520146
2021-04-23,335.85,340.767,335.85,330.627091633554,36414916.0,QQQ,327.2369786672217,225.6035064357972,318.0999528873512,61.41967046920267
2021-04-26,339.67,341.92,338.9,332.779840064731,30811968.0,QQQ,327.41109534942024,231.59035706055806,318.0999528873512,61.28002271732892
2021-04-27,341.93,342.15,339.17,331.338180481861,33187183.0,QQQ,327.46546847716024,235.9017854647014,318.31873451651484,61.02989339217198
2021-04-28,339.81,340.85,338.3301,330.217972022199,33615696.0,QQQ,327.4954868729397,239.29181155598897,318.31873451651484,54.63252922597644
2021-04-29,342.37,342.8,336.9001,331.406367083754,37708884.0,QQQ,327.5155192584232,242.58461587051352,318.31873451651484,54.76802440197809
2021-04-30,337.7,340.26,337.05,329.234136766322,38263421.0,QQQ,327.53059492018036,248.2573091411598,318.31873451651484,48.45840780080647
2021-05-03,339.23,340.0,335.73,327.480767003372,29729730.0,QQQ,327.5289051650651,252.57215698961343,318.31873451651484,42.61962771377162
2021-05-04,333.56,333.89,326.21,321.587496411235,65146972.0,QQQ,327.05786618773175,254.07154291509326,318.31873451651484,40.945668507282925
2021-05-05,332.25,333.14,328.23,320.506251724083,46219307.0,QQQ,326.6271510739425,255.5602069360569,318.31873451651484,41.87599611002594
2021-05-06,328.76,331.67,326.45,322.922005619703,46814283.0,QQQ,326.5323692666404,258.5651153284429,318.31873451651484,34.03496725011771
2021-05-07,334.37,336.65,331.6914,325.542319321,53324460.0,QQQ,326.5056583209168,262.13583894726867,318.31873451651484,42.23342137128214
2021-05-10,332.78,332.96,325.55,317.320963321391,60700462.0,QQQ,326.03423660884533,263.1036125648558,350.80714164514694,40.72907483369576
2021-05-11,319.7,326.1299,319.02,316.882620880654,71963612.0,QQQ,325.0018051825074,264.00760360871266,343.845658364478,32.72790922264078
2021-05-12,320.23,322.62,316.0,308.6807467673,91164855.0,QQQ,321.5247580310298,264.3008966719167,340.00630149541576,30.739394563435972
2021-05-13,319.92,322.4,316.9,311.067277833537,69877765.0,QQQ,319.9335652213989,264.5039946736699,340.00630149541576,33.70337944790437
2021-05-14,322.6,327.33,322.08,317.934642738423,44370015.0,QQQ,319.82263778262285,264.8150732361846,340.00630149541576,34.80047620037734
2021-05-17,324.63,326.3721,321.45,316.005935999179,39394997.0,QQQ,319.53322492261077,265.43116081523686,340.00630149541576,34.58687418794483
2021-05-18,325.39,326.65,321.94,313.872669454256,36528454.0,QQQ,319.1050773243801,266.14950754773133,340.00630149541576,34.52733636168231
2021-05-19,316.66,322.9,316.3,314.233084349974,66319108.0,QQQ,318.7956889905335,266.8999143915264,340.00630149541576,28.17890739143377
2021-05-20,324.12,329.71,323.89,320.311432861533,46466135.0,QQQ,318.80600475142467,267.48961588508416,340.00630149541576,34.007286619459215
2021-05-21,330.43,330.86,326.64,318.538581212328,50330449.0,QQQ,318.80375107700905,268.3551015994192,340.00630149541576,39.584319893638906
2021-05-24,329.37,333.67,326.9032,323.896099932452,32475771.0,QQQ,318.8340742098969,268.8066953374278,340.00630149541576,45.688434039625506
2021-05-25,334.07,334.81,331.755,324.344183316317,31280314.0,QQQ,318.8700839661464,269.51968162433764,340.00630149541576,44.59841466738511
2021-05-26,333.66,334.61,332.95,325.474132719107,25444932.0,QQQ,319.1259495841517,269.879791648484,340.00630149541576,49.55173169391698
2021-05-27,333.67,334.54,332.67,324.25651482817,27931747.0,QQQ,319.29538252007916,270.7249365279996,340.00630149541576,43.52042101306196
2021-05-28,334.12,335.5699,333.6,325.279313856557,29927449.0,QQQ,320.205744844029,271.50763358780665,340.00630149541576,50.16075435659945
2021-06-01,335.3,335.785,331.43,324.198069169405,31145424.0,QQQ,320.6496968518161,272.1101747721954,340.00630149541576,53.35121530504722
2021-06-02,333.25,334.34,331.695,324.831230472692,22047940.0,QQQ,320.898228285214,272.49595163266775,340.00630149541576,59.74307771533612
2021-06-03,330.55,331.86,328.28,321.45112320745,37057825.0,QQQ,320.919842367307,273.3295508083943,340.00630149541576,50.21085258637971
2021-06-04,331.85,336.0582,331.78,326.906051358849,38736545.0,QQQ,321.63415181040295,273.57226547176566,340.00630149541576,49.777408010028054
2021-06-07,335.05,336.66,334.34,327.880145671599,32611852.0,QQQ,322.40955290495003,273.9642249069988,340.00630149541576,56.848423937568604
2021-06-08,338.395,339.29,335.03,328.036000761639,27282819.0,QQQ,322.81993854614154,274.5126056098764,340.00630149541576,63.32428573974441
2021-06-09,338.17,338.97,336.651,328.113928306659,21485319.0,QQQ,323.43175481739326,274.9424058245374,340.00630149541576,73.99902894778376
2021-06-10,337.19,340.46,336.73,331.532999344411,33702067.0,QQQ,324.1933578953785,275.2559144764611,340.00630149541576,73.33062508176175
2021-06-11,340.36,341.25,339.69,332.399943282759,21222830.0,QQQ,325.0044534744343,275.55245761810625,340.00630149541576,71.53548608859629
2021-06-14,341.68,344.52,340.46,335.585231685451,27827716.0,QQQ,326.2866093750914,276.30536327374904,340.00630149541576,71.28555295868935
2021-06-15,344.15,344.47,341.52,333.393519481763,35963780.0,QQQ,326.968097059191,276.9770908321535,340.00630149541576,62.79047871275217
2021-06-16,342.74,343.84,337.45,332.175901590826,54252558.0,QQQ,327.2882934705438,278.18708645889154,340.00630149541576,52.855174831323644
2021-06-17,339.97,346.38,339.92,336.393729965033,59722700.0,QQQ,328.40010427079443,280.1774154332278,340.00630149541576,61.9891244161607
2021-06-18,343.63,344.8082,341.86,333.753934377481,55414862.0,QQQ,328.7562382669891,281.325299510724,340.00630149541576,52.75838179614722
2021-06-21,342.43,344.69,340.15,335.825628420894,32992649.0,QQQ,329.8396649416016,282.436133957351,340.00630149541576,59.13332488050028
2021-06-22,344.15,348.03,343.84,338.956074080178,28941626.0,QQQ,331.05413262535154,285.70434504661495,340.00630149541576,64.02747333272961
2021-06-23,347.51,348.92,346.88,339.121860921947,27188454.0,QQQ,332.0682489438246,288.9382127894229,340.00630149541576,70.64590161240969
2021-06-24,349.73,351.46,349.17,341.218576861966,32581605.0,QQQ,333.37917927072874,295.49258575195614,328.30568390418165,70.37669133978653
2021-06-25,350.47,350.72,348.84,340.799233673962,28682801.0,QQQ,334.3549449119573,300.6388908778821,328.30568390418165,64.21595373431873
2021-06-28,350.78,353.85,350.72,344.943904718186,39130305.0,QQQ,335.8124780584643,305.25479745828676,330.1827795849212,65.17633717446662
2021-06-29,353.53,355.0199,352.67,346.192182115034,29426039.0,QQQ,337.27387946710127,310.4520042757146,331.8820482169354,65.80809494806212
2021-06-30,354.83,355.23,353.83,345.646060753913,32723964.0,QQQ,338.10986669542325,315.52545240059163,332.8447906135326,65.84208435877599
2021-07-01,354.07,355.09,352.68,345.782591094193,29289978.0,QQQ,339.35644998290223,319.86283837282116,332.8447906135326,60.627917914597255
2021-07-02,356.52,358.97,356.28,349.751723129485,32727244.0,QQQ,341.86762743825454,323.91510515641335,335.79034166513134,61.101151919335486
2021-07-06,359.26,360.48,356.49,351.263309039731,38842397.0,QQQ,343.94337385997443,328.37009538380926,336.67735151434,68.21404669895193
2021-07-07,362.45,362.76,358.94,352.00447374411,35265242.0,QQQ,346.93361199863284,331.79920615960515,338.95764934367304,77.65561092554505
2021-07-08,355.74,359.65,354.42,349.878501302603,50890021.0,QQQ,347.6197244401341,333.92860194514583,338.95764934367304,66.89950681932183
2021-07-09,358.17,361.5,357.57,352.062986747087,35184534.0,QQQ,348.6165951746513,336.14066630384605,338.95764934367304,76.98195009350272
2021-07-12,362.45,362.89,360.83,353.438042317053,25717677.0,QQQ,349.75094234341304,338.5880713956851,340.3016774830691,76.70307177529995
2021-07-13,362.03,365.465,361.54,353.438042317053,39723015.0,QQQ,350.54597295624814,340.62966103896866,341.7659100147613,77.305460979023
2021-07-14,364.83,365.49,362.22,354.07193318264,35336350.0,QQQ,351.4057813257079,342.6961602056955,341.94930579970804,77.74905140474424
2021-07-15,362.98,363.19,358.46,351.585130556106,53391557.0,QQQ,351.4219573080161,343.77448427410883,341.94930579970804,68.09082218725507
2021-07-16,361.4,362.41,357.24,348.737497744546,47261961.0,QQQ,351.36386813498325,344.40589889268585,341.94930579970804,65.58014529753551
2021-07-19,354.05,355.18,352.04,345.880112765822,64404625.0,QQQ,351.33601448755354,344.5194383802949,341.94930579970804,55.59285201875507
2021-07-20,355.63,360.28,353.8,349.898005636928,42183702.0,QQQ,351.2970366250799,344.99841155016526,341.94930579970804,56.61815962740069
2021-07-21,358.35,361.56,358.12,352.599355941046,30259860.0,QQQ,351.3216709152528,345.7489933648289,341.94930579970804,56.468374159405506
2021-07-22,361.77,363.96,361.77,354.930123892974,30252240.0,QQQ,351.408778721628,346.7316627831132,341.94930579970804,61.739836930403584
2021-07-23,365.31,368.485,363.9157,359.074794937197,31960799.0,QQQ,351.7737004505698,348.0849427075958,344.0469012558369,61.741739079191085
2021-07-26,367.49,368.89,366.601,359.357607784921,28438126.0,QQQ,352.39062805269515,349.29722781403194,345.7722739228338,61.07035824946234
2021-07-27,368.22,368.22,360.16,355.398227916792,57933148.0,QQQ,352.4472278952419,349.69618628350855,345.7722739228338,52.44050891083268
2021-07-28,365.6,367.45,363.24,356.763531319595,42066195.0,QQQ,352.5282349698092,350.30321266367974,345.7722739228338,60.706106891632935
2021-07-29,365.25,367.6794,365.25,357.397422185182,23166574.0,QQQ,352.6361550494499,351.0006317585232,345.7722739228338,59.884380856766875
2021-07-30,362.44,365.17,362.41,355.534758257072,36484649.0,QQQ,352.66197717777527,351.30973076741117,345.7722739228338,54.14662578091089
2021-08-02,366.28,366.88,363.87,355.564014758561,27334097.0,QQQ,352.7300392192259,351.6899320143261,345.7722739228338,53.12381689191304
2021-08-03,365.28,366.93,362.0,357.719243701557,35558511.0,QQQ,353.093322153409,352.2307412774208,345.7722739228338,53.156479464862706
2021-08-04,366.77,368.32,365.63,358.23610856119,29602236.0,QQQ,353.81468442067614,352.70680200179993,345.7722739228338,61.18076287270353
2021-08-05,368.18,369.91,367.45,360.50836351014,21443925.0,QQQ,354.6422038503926,353.39101341282134,347.0034616276653,68.57513489673744
2021-08-06,368.37,369.37,366.905,358.928512429754,33332107.0,QQQ,354.8991863934832,353.75997000436377,347.0034616276653,72.78581921504568
2021-08-09,368.52,369.27,367.39,359.59165979683,25960245.0,QQQ,355.1036065708695,354.18212676025684,347.0034616276653,71.88039130100235
2021-08-10,369.26,369.56,365.62,357.748500203046,35130796.0,QQQ,355.13622128725814,354.3393013194595,347.0034616276653,64.52976226193402
2021-08-11,368.14,368.65,364.84,357.134113671784,34249812.0,QQQ,355.17596596649975,354.44049349132644,347.0034616276653,57.449854041682876
2021-08-12,365.69,367.9,364.295,358.421399737284,26003877.0,QQQ,355.2898481117339,354.61489362744226,347.0034616276653,51.19411702802243
2021-08-13,367.89,369.16,367.38,359.679429301296,19113595.0,QQQ,355.4381855539897,354.8572640655354,347.0034616276653,50.17476103433369
2021-08-16,367.67,369.02,363.7,359.835463975902,35044107.0,QQQ,355.5617395714552,355.0274581999472,347.0034616276653,52.82945288871251
2021-08-17,366.15,367.15,363.23,356.666009647966,44793902.0,QQQ,355.5747001340676,355.0538710159898,347.0034616276653,42.67849873125461
2021-08-18,365.18,366.62,361.865,353.233246806633,38541940.0,QQQ,355.5297312583811,355.0427883426574,347.0034616276653,35.98887908982349
2021-08-19,360.22,365.68,359.96,354.939876060137,48499368.0,QQQ,355.5155633607531,355.0412922236277,347.0034616276653,35.052278594858365
2021-08-20,365.06,368.14,364.74,358.616443080542,39486034.0,QQQ,355.5330475501415,355.1066033914117,347.0034616276653,36.76374356000096
2021-08-23,368.8,373.935,368.79,363.980135020125,34034744.0,QQQ,355.7205273155779,355.36480660631565,349.39045293215213,36.64253762909205
2021-08-24,373.84,374.99,373.36,365.091882076693,21732913.0,QQQ,356.1632442793731,355.6786656710311,352.19954698888876,35.61118888951967
2021-08-25,374.63,375.39,373.855,365.511225264697,20441880.0,QQQ,356.58653356894257,355.9898811292746,352.74556310262756,35.51375279881343
2021-08-26,373.92,374.62,371.97,363.190209479932,29133325.0,QQQ,356.84586275846567,356.2228269472283,352.74556310262756,35.81339724699381
2021-08-27,373.07,376.56,372.57,366.720493992894,27104749.0,QQQ,357.5922897609392,356.83390708360673,352.74556310262756,36.04428747464014
2021-08-30,376.85,380.76,376.83,370.835908535629,27295665.0,QQQ,358.87773794309174,358.13532590082923,356.37791050304315,42.904617998876994
2021-08-31,380.51,380.579,378.36,370.53359135358,29628175.0,QQQ,359.8414503841635,359.0785312913158,357.26176192328455,50.14874284280926
2021-09-01,381.04,382.71,380.37,371.147977884841,28138311.0,QQQ,360.8146283757039,359.90346798991385,359.1790413329148,56.31659525147966
2021-09-02,381.97,382.31,379.15,370.972438875909,25503535.0,QQQ,362.3306211208023,360.54933428137184,359.1790413329148,51.196907753683305
2021-09-03,379.22,381.98,379.2003,372.113442433966,24624937.0,QQQ,365.0678800752019,361.0928262692526,359.1790413329148,58.03140163089721
2021-09-07,381.68,382.778,380.4882,372.640059460762,23970203.0,QQQ,367.1310926220492,361.64617735275993,359.3710564268166,66.57259967227628
2021-09-08,381.93,381.93,378.45,371.343021228099,32949159.0,QQQ,367.9129945302319,362.3011566567167,359.3710564268166,67.20939271703182
2021-09-09,381.01,382.15,379.22,370.065487329762,29398978.0,QQQ,368.0844260327299,362.70408070027287,359.3710564268166,70.12653231230871
2021-09-10,381.23,381.97,376.245,367.256863186853,40249405.0,QQQ,368.0693721383092,362.85225850818256,359.3710564268166,60.05561121396703
2021-09-13,378.99,379.43,374.22,367.003306840618,48741781.0,QQQ,368.0556526431224,363.0244880234926,359.3710564268166,49.658814344944474
2021-09-14,377.86,378.61,374.28,365.95982495419,41826624.0,QQQ,368.00056482331456,363.1283970881813,359.3710564268166,42.32275863289805
2021-09-15,375.73,378.41,373.37,368.680679592633,34097865.0,QQQ,368.0133362264961,363.3361445834625,359.3710564268166,44.10749182708664
2021-09-16,376.68,378.9,374.695,368.934235938868,35193083.0,QQQ,368.0359645288833,363.540341484061,359.3710564268166,51.29771156105901
2021-09-17,377.82,377.87,372.76,364.565265049898,60912267.0,QQQ,367.7588378312503,363.55287415478296,359.3710564268166,42.1695231071876
2021-09-20,367.46,369.25,360.93,357.040405097516,76203202.0,QQQ,365.798372226732,363.50714786906656,386.7490421843658,33.306361076405295
2021-09-21,367.58,368.81,364.99,357.47974932036,41927483.0,QQQ,364.41380239529883,363.4624025813715,386.7490421843658,34.655763805564014
2021-09-22,367.09,371.07,365.9584,360.818765413971,46972920.0,QQQ,364.0280250608683,363.438442534896,386.7490421843658,36.70370064024657
2021-09-23,370.76,374.04,370.099,364.14801830263,44652002.0,QQQ,364.03510817596543,363.45073001069653,386.7490421843658,43.1763721675777
2021-09-24,370.65,373.76,370.27,364.489730475952,36056800.0,QQQ,364.05582910150724,363.46656034765726,386.7490421843658,44.21526218084571
2021-09-27,370.2,371.2516,367.73,361.580295400233,43338079.0,QQQ,363.9147754524963,363.45372404079507,386.7490421843658,38.882127808653074
2021-09-28,365.67,370.302,359.35,351.348456610454,97701632.0,QQQ,362.586359590438,363.23696373458046,386.47247025034767,35.33311233945866
2021-09-29,361.17,363.37,358.635,350.772427518282,58076621.0,QQQ,361.31455737208654,363.0738572925092,382.82015732191053,34.01357062013233
2021-09-30,360.97,362.68,357.1,349.483684464607,61384577.0,QQQ,360.0236008731182,362.9453699442086,381.8503351473073,33.14668430646957
2021-10-01,358.6,361.25,354.38,351.651115963969,56375488.0,QQQ,359.03632706248,362.8476382553821,379.8876420989121,32.917898254500415
2021-10-04,358.52,358.86,350.32,344.270133020197,76766005.0,QQQ,356.640097601754,362.2283971070769,376.3060245114887,31.578815831545278
2021-10-05,353.71,359.69,353.48,348.917418577387,47232904.0,QQQ,356.0440829683172,361.7494185382889,376.3060245114887,32.54209971953646
2021-10-06,354.08,359.95,353.15,351.153192511413,56806536.0,QQQ,355.9255494756893,361.41148451209074,376.3060245114887,34.16573786097122
2021-10-07,362.8,365.69,362.25,354.375050145599,39411172.0,QQQ,355.9069989388861,361.2482613788606,376.3060245114887,40.23418092942393
2021-10-08,364.08,364.3166,360.61,352.607910049273,41822309.0,QQQ,355.7906192360825,361.0575986406435,376.3060245114887,42.11703188623715
2021-10-11,359.58,363.2,358.3,349.903502277547,34847182.0,QQQ,355.32306760333546,360.61354237501644,376.3060245114887,36.83429413518868
2021-10-12,359.88,360.33,356.48,348.683101658537,43905101.0,QQQ,354.7239014169803,359.8708426860715,376.3060245114887,30.563201982396578
2021-10-13,359.51,360.69,357.43,351.475378274831,40120795.0,QQQ,354.5726920117875,359.47057112086355,376.3060245114887,29.98362448364478
2021-10-14,363.69,366.85,363.01,357.94838315806,43433867.0,QQQ,354.6742734314702,359.4299776624326,376.3060245114887,30.62468321211598
2021-10-15,367.88,369.06,366.82,360.20368350199,40419878.0,QQQ,354.9259832702058,359.445816772324,376.3060245114887,36.35325995602918
2021-10-18,367.61,372.87,366.99,363.825832539211,34513514.0,QQQ,355.6128944875196,359.5123126255887,376.3060245114887,45.00515862962798
2021-10-19,373.75,375.52,372.6974,366.579056335697,29090963.0,QQQ,356.4934170472507,359.59223696377364,376.3060245114887,51.61422561285915
2021-10-20,375.94,376.565,373.46,366.100659293045,31390338.0,QQQ,358.4320096596303,359.65868293514836,376.3060245114887,59.27488690811817
2021-10-21,374.16,377.47,373.85,368.336433227071,25469277.0,QQQ,360.2863427368799,359.7093753296875,376.3060245114887,66.75721195955828
2021-10-22,375.98,376.97,372.385,365.241497257262,36275822.0,QQQ,360.8084077732764,359.7433426549288,376.3060245114887,71.32141981890827
2021-10-25,375.56,378.87,373.56,368.980804753908,32597804.0,QQQ,361.6980082936471,359.79893805913474,376.3060245114887,70.64592658257175
2021-10-26,380.23,382.71,377.905,370.142626143206,47191279.0,QQQ,362.97641262083965,359.88669741627547,376.3060245114887,70.28102891380139
2021-10-27,379.58,383.15,379.31,371.001788178989,45760496.0,QQQ,364.8141552734695,359.9580966128324,376.3060245114887,70.75312236844864
